area_code,area_name,period,indicator,measure,units,value
E06000025,South Gloucestershire,February 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,1.4
E06000034,Thurrock,February 2020,Claimant count,Count,Persons,3465
E06000034,Thurrock,February 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.1
E08000007,Stockport,February 2020,Claimant count,Count,Persons,5190
E08000007,Stockport,February 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.9
E06000014,York,February 2020,Claimant count,Count,Persons,1790
E06000014,York,February 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,1.3
E06000055,Bedford,February 2020,Claimant count,Count,Persons,3510
E06000055,Bedford,February 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.3
E06000050,Cheshire West and Chester,February 2020,Claimant count,Count,Persons,5335
E06000050,Cheshire West and Chester,February 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.6
E06000031,Peterborough,February 2020,Claimant count,Count,Persons,4615
E06000031,Peterborough,February 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.7
E06000005,Darlington,February 2020,Claimant count,Count,Persons,3090
E06000005,Darlington,February 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.7
E06000015,Derby,February 2020,Claimant count,Count,Persons,5745
E06000015,Derby,February 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.6
E08000002,Bury,February 2020,Claimant count,Count,Persons,4315
E08000002,Bury,February 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.7
E06000020,Telford and Wrekin,February 2020,Claimant count,Count,Persons,3325
E06000020,Telford and Wrekin,February 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3
E08000009,Trafford,February 2020,Claimant count,Count,Persons,3600
E08000009,Trafford,February 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.5
E92000001,England,March 2020,Claimant count,Count,Persons,1063505
E92000001,England,March 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3
E06000007,Warrington,March 2020,Claimant count,Count,Persons,3285
E06000007,Warrington,March 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.5
E06000030,Swindon,March 2020,Claimant count,Count,Persons,3485
E06000030,Swindon,March 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.5
E08000029,Solihull,March 2020,Claimant count,Count,Persons,3650
E08000029,Solihull,March 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.8
E06000042,Milton Keynes,March 2020,Claimant count,Count,Persons,4495
E06000042,Milton Keynes,March 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.7
E06000025,South Gloucestershire,March 2020,Claimant count,Count,Persons,2500
E06000025,South Gloucestershire,March 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,1.4
E06000034,Thurrock,March 2020,Claimant count,Count,Persons,3585
E06000034,Thurrock,March 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.3
E08000007,Stockport,March 2020,Claimant count,Count,Persons,5225
E08000007,Stockport,March 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.9
E06000014,York,March 2020,Claimant count,Count,Persons,1820
E06000014,York,March 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,1.3
E06000055,Bedford,March 2020,Claimant count,Count,Persons,3510
E06000055,Bedford,March 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.3
E06000050,Cheshire West and Chester,March 2020,Claimant count,Count,Persons,5340
E06000050,Cheshire West and Chester,March 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.6
E06000031,Peterborough,March 2020,Claimant count,Count,Persons,4765
E06000031,Peterborough,March 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.8
E06000005,Darlington,March 2020,Claimant count,Count,Persons,3145
E06000005,Darlington,March 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.8
E06000015,Derby,March 2020,Claimant count,Count,Persons,5875
E06000015,Derby,March 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.7
E08000002,Bury,March 2020,Claimant count,Count,Persons,4340
E08000002,Bury,March 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.7
E06000020,Telford and Wrekin,March 2020,Claimant count,Count,Persons,3430
E06000020,Telford and Wrekin,March 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.1
E08000009,Trafford,March 2020,Claimant count,Count,Persons,3615
E08000009,Trafford,March 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.5
E92000001,England,April 2020,Claimant count,Count,Persons,1764725
E92000001,England,April 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5
E06000007,Warrington,April 2020,Claimant count,Count,Persons,5975
E06000007,Warrington,April 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.6
E06000030,Swindon,April 2020,Claimant count,Count,Persons,6295
E06000030,Swindon,April 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.5
E08000029,Solihull,April 2020,Claimant count,Count,Persons,5835
E08000029,Solihull,April 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.5
E06000042,Milton Keynes,April 2020,Claimant count,Count,Persons,6675
E06000042,Milton Keynes,April 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4
E06000025,South Gloucestershire,April 2020,Claimant count,Count,Persons,5220
E06000025,South Gloucestershire,April 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.9
E06000034,Thurrock,April 2020,Claimant count,Count,Persons,5470
E06000034,Thurrock,April 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5
E08000007,Stockport,April 2020,Claimant count,Count,Persons,8755
E08000007,Stockport,April 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.9
E06000014,York,April 2020,Claimant count,Count,Persons,4340
E06000014,York,April 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.1
E06000055,Bedford,April 2020,Claimant count,Count,Persons,5670
E06000055,Bedford,April 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.3
E06000050,Cheshire West and Chester,April 2020,Claimant count,Count,Persons,10185
E06000050,Cheshire West and Chester,April 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.9
E06000031,Peterborough,April 2020,Claimant count,Count,Persons,6840
E06000031,Peterborough,April 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.5
E06000005,Darlington,April 2020,Claimant count,Count,Persons,4565
E06000005,Darlington,April 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,7
E06000015,Derby,April 2020,Claimant count,Count,Persons,8480
E06000015,Derby,April 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.3
E08000002,Bury,April 2020,Claimant count,Count,Persons,7425
E08000002,Bury,April 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.3
E06000020,Telford and Wrekin,April 2020,Claimant count,Count,Persons,6165
E06000020,Telford and Wrekin,April 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.5
E08000009,Trafford,April 2020,Claimant count,Count,Persons,6590
E08000009,Trafford,April 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.5
E92000001,England,May 2020,Claimant count,Count,Persons,2264855
E92000001,England,May 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.4
E06000007,Warrington,May 2020,Claimant count,Count,Persons,7070
E06000007,Warrington,May 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.4
E06000030,Swindon,May 2020,Claimant count,Count,Persons,8550
E06000030,Swindon,May 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.1
E08000029,Solihull,May 2020,Claimant count,Count,Persons,7400
E08000029,Solihull,May 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.7
E06000042,Milton Keynes,May 2020,Claimant count,Count,Persons,10465
E06000042,Milton Keynes,May 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.2
E06000025,South Gloucestershire,May 2020,Claimant count,Count,Persons,7175
E06000025,South Gloucestershire,May 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4
E06000034,Thurrock,May 2020,Claimant count,Count,Persons,7975
E06000034,Thurrock,May 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,7.2
E08000007,Stockport,May 2020,Claimant count,Count,Persons,10935
E08000007,Stockport,May 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.1
E06000014,York,May 2020,Claimant count,Count,Persons,5060
E06000014,York,May 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.6
E06000055,Bedford,May 2020,Claimant count,Count,Persons,7320
E06000055,Bedford,May 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.9
E06000050,Cheshire West and Chester,May 2020,Claimant count,Count,Persons,11625
E06000050,Cheshire West and Chester,May 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.6
E06000031,Peterborough,May 2020,Claimant count,Count,Persons,9605
E06000031,Peterborough,May 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,7.7
E06000005,Darlington,May 2020,Claimant count,Count,Persons,4880
E06000005,Darlington,May 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,7.5
E06000015,Derby,May 2020,Claimant count,Count,Persons,11725
E06000015,Derby,May 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,7.3
E08000002,Bury,May 2020,Claimant count,Count,Persons,8465
E08000002,Bury,May 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,7.2
E06000020,Telford and Wrekin,May 2020,Claimant count,Count,Persons,7140
E06000020,Telford and Wrekin,May 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.4
E08000009,Trafford,May 2020,Claimant count,Count,Persons,7745
E08000009,Trafford,May 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.3
E92000001,England,June 2020,Claimant count,Count,Persons,2200615
E92000001,England,June 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.2
E06000007,Warrington,June 2020,Claimant count,Count,Persons,6740
E06000007,Warrington,June 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.2
E06000030,Swindon,June 2020,Claimant count,Count,Persons,8145
E06000030,Swindon,June 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.8
E08000029,Solihull,June 2020,Claimant count,Count,Persons,7215
E08000029,Solihull,June 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.6
E06000042,Milton Keynes,June 2020,Claimant count,Count,Persons,10380
E06000042,Milton Keynes,June 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.2
E06000025,South Gloucestershire,June 2020,Claimant count,Count,Persons,6770
E06000025,South Gloucestershire,June 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.8
E06000034,Thurrock,June 2020,Claimant count,Count,Persons,7565
E06000034,Thurrock,June 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.9
E08000007,Stockport,June 2020,Claimant count,Count,Persons,10465
E08000007,Stockport,June 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.9
E06000014,York,June 2020,Claimant count,Count,Persons,4760
E06000014,York,June 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.4
E06000055,Bedford,June 2020,Claimant count,Count,Persons,7115
E06000055,Bedford,June 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.7
E06000050,Cheshire West and Chester,June 2020,Claimant count,Count,Persons,11130
E06000050,Cheshire West and Chester,June 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.4
E06000031,Peterborough,June 2020,Claimant count,Count,Persons,9490
E06000031,Peterborough,June 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,7.6
E06000005,Darlington,June 2020,Claimant count,Count,Persons,4735
E06000005,Darlington,June 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,7.3
E06000015,Derby,June 2020,Claimant count,Count,Persons,11920
E06000015,Derby,June 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,7.4
E08000002,Bury,June 2020,Claimant count,Count,Persons,8190
E08000002,Bury,June 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,7
E06000020,Telford and Wrekin,June 2020,Claimant count,Count,Persons,6920
E06000020,Telford and Wrekin,June 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.2
E08000009,Trafford,June 2020,Claimant count,Count,Persons,7520
E08000009,Trafford,June 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.2
E92000001,England,July 2020,Claimant count,Count,Persons,2241155
E92000001,England,July 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.4
E06000007,Warrington,July 2020,Claimant count,Count,Persons,6780
E06000007,Warrington,July 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.2
E06000030,Swindon,July 2020,Claimant count,Count,Persons,8230
E06000030,Swindon,July 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.9
E08000029,Solihull,July 2020,Claimant count,Count,Persons,7405
E08000029,Solihull,July 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.7
E06000042,Milton Keynes,July 2020,Claimant count,Count,Persons,10625
E06000042,Milton Keynes,July 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.3
E06000025,South Gloucestershire,July 2020,Claimant count,Count,Persons,6815
E06000025,South Gloucestershire,July 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.8
E06000034,Thurrock,July 2020,Claimant count,Count,Persons,7685
E06000034,Thurrock,July 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,7
E08000007,Stockport,July 2020,Claimant count,Count,Persons,10625
E08000007,Stockport,July 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6
E06000014,York,July 2020,Claimant count,Count,Persons,4895
E06000014,York,July 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.5
E06000055,Bedford,July 2020,Claimant count,Count,Persons,7285
E06000055,Bedford,July 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.8
E06000050,Cheshire West and Chester,July 2020,Claimant count,Count,Persons,11305
E06000050,Cheshire West and Chester,July 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.5
E06000031,Peterborough,July 2020,Claimant count,Count,Persons,9590
E06000031,Peterborough,July 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,7.7
E06000005,Darlington,July 2020,Claimant count,Count,Persons,4585
E06000005,Darlington,July 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,7
E06000015,Derby,July 2020,Claimant count,Count,Persons,11890
E06000015,Derby,July 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,7.4
E08000002,Bury,July 2020,Claimant count,Count,Persons,8245
E08000002,Bury,July 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,7.1
E06000020,Telford and Wrekin,July 2020,Claimant count,Count,Persons,7035
E06000020,Telford and Wrekin,July 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.3
E08000009,Trafford,July 2020,Claimant count,Count,Persons,7750
E08000009,Trafford,July 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.3
E92000001,England,August 2020,Claimant count,Count,Persons,2282005
E92000001,England,August 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.5
E06000007,Warrington,August 2020,Claimant count,Count,Persons,6945
E06000007,Warrington,August 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.3
E06000030,Swindon,August 2020,Claimant count,Count,Persons,8385
E06000030,Swindon,August 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6
E08000029,Solihull,August 2020,Claimant count,Count,Persons,7525
E08000029,Solihull,August 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.8
E06000042,Milton Keynes,August 2020,Claimant count,Count,Persons,10930
E06000042,Milton Keynes,August 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.5
E06000025,South Gloucestershire,August 2020,Claimant count,Count,Persons,7180
E06000025,South Gloucestershire,August 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4
E06000034,Thurrock,August 2020,Claimant count,Count,Persons,7910
E06000034,Thurrock,August 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,7.2
E08000007,Stockport,August 2020,Claimant count,Count,Persons,10730
E08000007,Stockport,August 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6
E06000014,York,August 2020,Claimant count,Count,Persons,5080
E06000014,York,August 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.6
E06000055,Bedford,August 2020,Claimant count,Count,Persons,7355
E06000055,Bedford,August 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.9
E06000050,Cheshire West and Chester,August 2020,Claimant count,Count,Persons,11460
E06000050,Cheshire West and Chester,August 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.5
E06000031,Peterborough,August 2020,Claimant count,Count,Persons,9665
E06000031,Peterborough,August 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,7.8
E06000005,Darlington,August 2020,Claimant count,Count,Persons,4600
E06000005,Darlington,August 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,7.1
E06000015,Derby,August 2020,Claimant count,Count,Persons,12020
E06000015,Derby,August 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,7.5
E08000002,Bury,August 2020,Claimant count,Count,Persons,8350
E08000002,Bury,August 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,7.1
E06000020,Telford and Wrekin,August 2020,Claimant count,Count,Persons,7225
E06000020,Telford and Wrekin,August 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.4
E08000009,Trafford,August 2020,Claimant count,Count,Persons,7855
E08000009,Trafford,August 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.4
E92000001,England,September 2020,Claimant count,Count,Persons,2262510
E92000001,England,September 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.4
E06000007,Warrington,September 2020,Claimant count,Count,Persons,6880
E06000007,Warrington,September 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.3
E06000030,Swindon,September 2020,Claimant count,Count,Persons,8215
E06000030,Swindon,September 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.9
E08000029,Solihull,September 2020,Claimant count,Count,Persons,7580
E08000029,Solihull,September 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.9
E06000042,Milton Keynes,September 2020,Claimant count,Count,Persons,10880
E06000042,Milton Keynes,September 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.5
E06000025,South Gloucestershire,September 2020,Claimant count,Count,Persons,6955
E06000025,South Gloucestershire,September 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.9
E06000034,Thurrock,September 2020,Claimant count,Count,Persons,7760
E06000034,Thurrock,September 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,7
E08000007,Stockport,September 2020,Claimant count,Count,Persons,10650
E08000007,Stockport,September 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6
E06000014,York,September 2020,Claimant count,Count,Persons,4950
E06000014,York,September 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.5
E06000055,Bedford,September 2020,Claimant count,Count,Persons,7290
E06000055,Bedford,September 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.9
E06000050,Cheshire West and Chester,September 2020,Claimant count,Count,Persons,11190
E06000050,Cheshire West and Chester,September 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.4
E06000031,Peterborough,September 2020,Claimant count,Count,Persons,9605
E06000031,Peterborough,September 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,7.7
E06000005,Darlington,September 2020,Claimant count,Count,Persons,4565
E06000005,Darlington,September 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,7
E06000015,Derby,September 2020,Claimant count,Count,Persons,12115
E06000015,Derby,September 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,7.5
E08000002,Bury,September 2020,Claimant count,Count,Persons,8300
E08000002,Bury,September 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,7.1
E06000020,Telford and Wrekin,September 2020,Claimant count,Count,Persons,7115
E06000020,Telford and Wrekin,September 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.4
E08000009,Trafford,September 2020,Claimant count,Count,Persons,7815
E08000009,Trafford,September 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.4
E92000001,England,October 2020,Claimant count,Count,Persons,2188335
E92000001,England,October 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.2
E06000007,Warrington,October 2020,Claimant count,Count,Persons,6680
E06000007,Warrington,October 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.1
E06000030,Swindon,October 2020,Claimant count,Count,Persons,7890
E06000030,Swindon,October 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.6
E08000029,Solihull,October 2020,Claimant count,Count,Persons,7395
E08000029,Solihull,October 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.7
E06000042,Milton Keynes,October 2020,Claimant count,Count,Persons,10435
E06000042,Milton Keynes,October 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.2
E06000025,South Gloucestershire,October 2020,Claimant count,Count,Persons,6560
E06000025,South Gloucestershire,October 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.7
E06000034,Thurrock,October 2020,Claimant count,Count,Persons,7465
E06000034,Thurrock,October 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.8
E08000007,Stockport,October 2020,Claimant count,Count,Persons,10370
E08000007,Stockport,October 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.8
E06000014,York,October 2020,Claimant count,Count,Persons,4680
E06000014,York,October 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.4
E06000055,Bedford,October 2020,Claimant count,Count,Persons,6885
E06000055,Bedford,October 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.5
E06000050,Cheshire West and Chester,October 2020,Claimant count,Count,Persons,10765
E06000050,Cheshire West and Chester,October 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.2
E06000031,Peterborough,October 2020,Claimant count,Count,Persons,9295
E06000031,Peterborough,October 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,7.5
E06000005,Darlington,October 2020,Claimant count,Count,Persons,4510
E06000005,Darlington,October 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.9
E06000015,Derby,October 2020,Claimant count,Count,Persons,11880
E06000015,Derby,October 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,7.4
E08000002,Bury,October 2020,Claimant count,Count,Persons,8015
E08000002,Bury,October 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.9
E06000020,Telford and Wrekin,October 2020,Claimant count,Count,Persons,6790
E06000020,Telford and Wrekin,October 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.1
E08000009,Trafford,October 2020,Claimant count,Count,Persons,7600
E08000009,Trafford,October 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.2
E92000001,England,November 2020,Claimant count,Count,Persons,2225600
E92000001,England,November 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.3
E06000007,Warrington,November 2020,Claimant count,Count,Persons,6660
E06000007,Warrington,November 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.1
E06000030,Swindon,November 2020,Claimant count,Count,Persons,7970
E06000030,Swindon,November 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.7
E08000029,Solihull,November 2020,Claimant count,Count,Persons,7670
E08000029,Solihull,November 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.9
E06000042,Milton Keynes,November 2020,Claimant count,Count,Persons,10365
E06000042,Milton Keynes,November 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.2
E06000025,South Gloucestershire,November 2020,Claimant count,Count,Persons,6550
E06000025,South Gloucestershire,November 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.6
E06000034,Thurrock,November 2020,Claimant count,Count,Persons,7570
E06000034,Thurrock,November 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.9
E08000007,Stockport,November 2020,Claimant count,Count,Persons,10575
E08000007,Stockport,November 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.9
E06000014,York,November 2020,Claimant count,Count,Persons,4725
E06000014,York,November 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.4
E06000055,Bedford,November 2020,Claimant count,Count,Persons,6935
E06000055,Bedford,November 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.5
E06000050,Cheshire West and Chester,November 2020,Claimant count,Count,Persons,10790
E06000050,Cheshire West and Chester,November 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.2
E06000031,Peterborough,November 2020,Claimant count,Count,Persons,9350
E06000031,Peterborough,November 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,7.5
E06000005,Darlington,November 2020,Claimant count,Count,Persons,4435
E06000005,Darlington,November 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.8
E06000015,Derby,November 2020,Claimant count,Count,Persons,12005
E06000015,Derby,November 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,7.5
E08000002,Bury,November 2020,Claimant count,Count,Persons,8185
E08000002,Bury,November 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,7
E06000020,Telford and Wrekin,November 2020,Claimant count,Count,Persons,6810
E06000020,Telford and Wrekin,November 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.1
E08000009,Trafford,November 2020,Claimant count,Count,Persons,7730
E08000009,Trafford,November 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.3
E92000001,England,December 2020,Claimant count,Count,Persons,2216785
E92000001,England,December 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.3
E06000007,Warrington,December 2020,Claimant count,Count,Persons,6545
E06000007,Warrington,December 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5
E06000030,Swindon,December 2020,Claimant count,Count,Persons,7825
E06000030,Swindon,December 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.6
E08000029,Solihull,December 2020,Claimant count,Count,Persons,7515
E08000029,Solihull,December 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.8
E06000042,Milton Keynes,December 2020,Claimant count,Count,Persons,9950
E06000042,Milton Keynes,December 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.9
E06000025,South Gloucestershire,December 2020,Claimant count,Count,Persons,6480
E06000025,South Gloucestershire,December 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.6
E06000034,Thurrock,December 2020,Claimant count,Count,Persons,7565
E06000034,Thurrock,December 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.9
E08000007,Stockport,December 2020,Claimant count,Count,Persons,10500
E08000007,Stockport,December 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.9
E06000014,York,December 2020,Claimant count,Count,Persons,4705
E06000014,York,December 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.4
E06000055,Bedford,December 2020,Claimant count,Count,Persons,6850
E06000055,Bedford,December 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.4
E06000050,Cheshire West and Chester,December 2020,Claimant count,Count,Persons,10495
E06000050,Cheshire West and Chester,December 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.1
E06000031,Peterborough,December 2020,Claimant count,Count,Persons,9345
